,Date,CO in ug/m^3,Tin Oxide(CO trgt),Benzene in ug/m^3,Titania(NMHC trgt),NOx in ug/m^3,Tungsten Oxide(NOx trgt),NO2 in ug/m^3,Tungsten Oxide(NO2 trgt),Indium Oxide(O3 trgt),Temperature,Relative Humidity,Absolute Humidity,Datetime,Year,Month,Day,WeekDay
35,2004-03-12 00:00:00,600.0,847.25,1.0224145989759525,501.25,57.0,1894.5,44.0,1154.75,394.0,6.2749999761581,64.97500038147,0.6232823211022999,2004-03-12 05:00:00,2004,3,12,4
36,2004-03-12 00:00:00,800.0,927.0,1.8304312258349797,571.25,106.39999999999999,1684.75,71.0,1222.75,486.5,6.75,62.949999809265,0.6234275392144519,2004-03-12 06:00:00,2004,3,12,4
37,2004-03-12 00:00:00,1400.0,1090.5,4.359340996864498,730.25,207.1,1387.0,104.0,1360.75,748.25,6.4499999284744,65.075001716614,0.6316281144389537,2004-03-12 07:00:00,2004,3,12,4
38,2004-03-12 00:00:00,4400.0,1587.0,17.865586704833834,1235.5,583.3,896.5,141.0,1900.25,1400.25,7.3250000476837,63.14999961853,0.6499331393073879,2004-03-12 08:00:00,2004,3,12,4
40,2004-03-12 00:00:00,3100.0,1350.25,14.02701136675159,1117.5,355.3,912.0,122.0,1711.75,1237.0,13.224999904633,41.749999046326,0.6319501309937225,2004-03-12 10:00:00,2004,3,12,4
41,2004-03-12 00:00:00,2700.0,1262.75,11.645646559704057,1037.25,410.4,969.0,143.0,1598.25,1166.5,14.325000047684,38.449999809265,0.6243042942153901,2004-03-12 11:00:00,2004,3,12,4
42,2004-03-12 00:00:00,2100.0,1206.25,10.224662143952827,986.0,271.7,1034.5,113.0,1537.0,959.0,15.025000095367,36.5,0.6195323226057363,2004-03-12 12:00:00,2004,3,12,4
43,2004-03-12 00:00:00,2500.0,1251.5,11.039936039300839,1015.75,304.0,1007.5,116.0,1592.75,983.0,16.100000143051,34.474999427795,0.6261647401566796,2004-03-12 13:00:00,2004,3,12,4
44,2004-03-12 00:00:00,2700.0,1287.0,12.816446196415624,1077.5,309.7,948.75,123.0,1660.25,1060.75,16.275000572205,35.72500038147,0.6560306119627572,2004-03-12 14:00:00,2004,3,12,4
45,2004-03-12 00:00:00,2900.0,1352.75,14.173851177910128,1122.25,361.0,921.75,126.0,1740.0,1139.25,15.825000047684,37.02499961853,0.6609611395034868,2004-03-12 15:00:00,2004,3,12,4
46,2004-03-12 00:00:00,2800.0,1309.0,12.690568103372724,1073.25,338.2,954.0,120.0,1657.25,1112.25,15.874999761581,37.175000190735,0.6657285250911997,2004-03-12 16:00:00,2004,3,12,4
47,2004-03-12 00:00:00,2400.0,1274.0,11.738405416264687,1040.5,285.0,1005.75,119.0,1609.75,993.75,16.875000238419,34.349999427795,0.6549085143270723,2004-03-12 17:00:00,2004,3,12,4
48,2004-03-12 00:00:00,3900.0,1509.5,19.290974886272963,1276.5,391.4,812.25,149.0,1909.75,1409.5,15.149999856949,39.550000190735,0.6766265078085045,2004-03-12 18:00:00,2004,3,12,4
49,2004-03-12 00:00:00,3700.0,1525.25,18.226178291697384,1246.0,383.79999999999995,821.0,145.0,1846.75,1447.75,14.399999856949,43.425000190735,0.7084497598177374,2004-03-12 19:00:00,2004,3,12,4
50,2004-03-12 00:00:00,6600.0,1843.0,32.55627834707047,1609.75,646.0,624.0,170.0,2390.25,1886.5,12.875,50.525000572205,0.7478032188508966,2004-03-12 20:00:00,2004,3,12,4
51,2004-03-12 00:00:00,4400.0,1597.75,20.092943564494178,1299.0,520.6,752.0,149.0,1940.5,1626.75,12.149999856949,53.349999427795,0.7536202227825304,2004-03-12 21:00:00,2004,3,12,4
52,2004-03-12 00:00:00,3500.0,1483.5,14.321342422629458,1127.0,480.7,839.0,139.0,1723.0,1491.0,10.975000143051,59.125000953674,0.7739800033862854,2004-03-12 22:00:00,2004,3,12,4
53,2004-03-12 00:00:00,5400.0,1677.25,21.81286506943192,1346.0,570.0,740.5,134.0,2062.0,1657.0,9.6749999523163,64.624999046326,0.7770739425473616,2004-03-12 23:00:00,2004,3,12,4
54,2004-03-13 00:00:00,2700.0,1279.5,9.638999814518419,964.0,366.7,962.5,113.0,1543.5,1285.25,9.4500002861023,64.125,0.7597465282359432,2004-03-13 00:00:00,2004,3,13,5
55,2004-03-13 00:00:00,1900.0,1196.25,7.375139467546298,873.0,264.09999999999997,1071.25,97.0,1463.25,1144.25,9.1499998569489,63.900001525879,0.7422764129225364,2004-03-13 01:00:00,2004,3,13,5
56,2004-03-13 00:00:00,1600.0,1183.75,5.369604169687442,781.75,157.7,1176.25,82.0,1364.5,1042.75,8.7999999523163,63.924998283386,0.7256153712649386,2004-03-13 02:00:00,2004,3,13,5
59,2004-03-13 00:00:00,1000.0,978.25,2.577932199377853,624.75,117.8,1420.25,65.0,1274.25,819.25,8.2999999523163,63.574999809265,0.6981546204756909,2004-03-13 05:00:00,2004,3,13,5
60,2004-03-13 00:00:00,1200.0,1099.5,2.908548009422834,646.25,100.69999999999999,1406.25,60.0,1267.5,835.0,7.2000000476837,67.47500038147,0.6886721470838881,2004-03-13 06:00:00,2004,3,13,5
61,2004-03-13 00:00:00,1500.0,1112.25,5.136255828724421,770.25,264.09999999999997,1228.0,77.0,1408.5,939.75,6.3499999046326,71.89999961853,0.6931985587343715,2004-03-13 07:00:00,2004,3,13,5
62,2004-03-13 00:00:00,2700.0,1335.5,11.817138600992351,1043.25,486.4,935.25,96.0,1678.0,1191.75,6.450000166893,71.550001144409,0.6944754797176015,2004-03-13 08:00:00,2004,3,13,5
63,2004-03-13 00:00:00,3700.0,1408.3333333333,15.140161198407567,1153.0,560.5,830.33333333333,119.0,1776.6666666667,1411.0,9.5666666030884,59.666667938232,0.7123665611992754,2004-03-13 09:00:00,2004,3,13,5
64,2004-03-13 00:00:00,3200.0,1447.0,12.913063095907157,1080.75,475.0,868.5,126.0,1666.75,1465.0,12.375,51.175000190735,0.7334583850640767,2004-03-13 10:00:00,2004,3,13,5
65,2004-03-13 00:00:00,4100.0,1541.5,16.133508844949027,1183.75,562.4,808.25,158.0,1779.75,1582.5,15.649999856949,42.199999809265,0.7450937577774329,2004-03-13 11:00:00,2004,3,13,5
66,2004-03-13 00:00:00,3600.0,1451.25,14.019301019815009,1117.25,454.09999999999997,875.25,161.0,1679.25,1387.25,18.400000095367,33.824999809265,0.708963570176462,2004-03-13 12:00:00,2004,3,13,5
67,2004-03-13 00:00:00,2800.0,1328.25,12.279664077200536,1059.25,290.7,986.5,124.0,1599.5,1100.5,19.35000038147,31.275000095367,0.6950081047527402,2004-03-13 13:00:00,2004,3,13,5
68,2004-03-13 00:00:00,2000.0,1206.5,8.618412576532277,924.25,224.2,1087.75,102.0,1488.25,849.75,18.02499961853,34.800000190735,0.7126738741944919,2004-03-13 14:00:00,2004,3,13,5
69,2004-03-13 00:00:00,2000.0,1239.5,9.196566740238417,947.0,226.1,1049.0,116.0,1531.75,947.0,18.375,33.64999961853,0.704207020809635,2004-03-13 15:00:00,2004,3,13,5
70,2004-03-13 00:00:00,2500.0,1306.0,10.244887084344466,986.75,262.2,1004.0,124.0,1554.0,1078.0,17.625,35.10000038147,0.7012032509364389,2004-03-13 16:00:00,2004,3,13,5
71,2004-03-13 00:00:00,2300.0,1326.0,10.611844460473737,1000.25,281.2,975.5,125.0,1601.5,1083.75,16.675000190735,37.799999237061,0.7117364038435915,2004-03-13 17:00:00,2004,3,13,5
72,2004-03-13 00:00:00,3200.0,1472.75,15.452209964915284,1162.75,431.29999999999995,830.5,148.0,1779.0,1394.75,16.099999904633,41.02499961853,0.7451314943585404,2004-03-13 18:00:00,2004,3,13,5
73,2004-03-13 00:00:00,4200.0,1609.0,19.636784663917272,1286.25,526.3,757.5,165.0,1922.0,1611.5,15.825000047684,42.400000572205,0.7569143276676089,2004-03-13 19:00:00,2004,3,13,5
74,2004-03-13 00:00:00,4200.0,1610.75,19.202727916183612,1274.0,530.1,754.25,161.0,1915.0,1697.25,15.650000095367,44.10000038147,0.7786406550707863,2004-03-13 20:00:00,2004,3,13,5
75,2004-03-13 00:00:00,4200.0,1620.5,18.269310357149713,1247.25,537.6999999999999,762.0,159.0,1860.0,1885.5,15.325000047684,46.775000572205,0.8091244285768237,2004-03-13 21:00:00,2004,3,13,5
76,2004-03-13 00:00:00,3100.0,1444.25,13.14470430189378,1088.5,406.59999999999997,844.0,143.0,1747.5,1623.75,14.649999856949,48.625,0.8059694141072296,2004-03-13 22:00:00,2004,3,13,5
77,2004-03-13 00:00:00,2600.0,1418.0,10.873367154415865,1009.75,326.8,892.0,130.0,1603.0,1536.25,14.700000286102,49.275000572205,0.8193361244198358,2004-03-13 23:00:00,2004,3,13,5
78,2004-03-14 00:00:00,2900.0,1533.5,10.963457959141822,1013.0,361.0,888.5,129.0,1610.75,1534.75,13.949999809265,53.60000038147,0.8497717204331877,2004-03-14 00:00:00,2004,3,14,6
79,2004-03-14 00:00:00,2800.0,1483.5,11.86017851848332,1044.75,330.59999999999997,879.75,119.0,1624.25,1529.75,14.649999856949,51.5,0.8536231326791223,2004-03-14 01:00:00,2004,3,14,6
80,2004-03-14 00:00:00,2500.0,1366.75,8.624678823055866,924.5,243.2,952.5,104.0,1543.0,1337.0,12.549999952316,58.900000572205,0.8537400738793904,2004-03-14 02:00:00,2004,3,14,6
83,2004-03-14 00:00:00,1200.0,1062.0,3.650423146324865,691.0,100.69999999999999,1271.5,70.0,1376.75,929.0,11.475000143051,63.10000038147,0.8532753834381319,2004-03-14 05:00:00,2004,3,14,6
84,2004-03-14 00:00:00,1000.0,1075.75,2.4813419346402656,618.25,83.6,1395.25,63.0,1333.0,872.25,11.599999904633,62.150000572205,0.8472636259100265,2004-03-14 06:00:00,2004,3,14,6
85,2004-03-14 00:00:00,900.0,1028.25,2.4299844022774177,614.75,140.6,1383.5,67.0,1340.0,853.0,10.399999856949,67.649998664856,0.8529987302926639,2004-03-14 07:00:00,2004,3,14,6
86,2004-03-14 00:00:00,1400.0,1154.5,4.210510136054915,722.25,191.89999999999998,1224.75,84.0,1413.75,959.25,11.574999809265,62.674999237061,0.8530382230087753,2004-03-14 08:00:00,2004,3,14,6
87,2004-03-14 00:00:00,1600.0,1235.25,6.352276711074662,828.0,224.2,1055.25,83.0,1527.0,1093.25,12.424999952316,60.0,0.8627151273296463,2004-03-14 09:00:00,2004,3,14,6
88,2004-03-14 00:00:00,2200.0,1331.5,8.587110474608117,923.0,273.59999999999997,951.75,98.0,1613.75,1225.0,14.525000095367,53.074999809265,0.8727816223552813,2004-03-14 10:00:00,2004,3,14,6
89,2004-03-14 00:00:00,2800.0,1444.75,10.859535166937011,1009.25,334.4,878.25,114.0,1696.0,1355.25,16.875000476837,46.099999427795,0.8789310942666374,2004-03-14 11:00:00,2004,3,14,6
90,2004-03-14 00:00:00,2800.0,1415.5,10.659815662688954,1002.0,305.9,906.75,119.0,1676.5,1261.5,19.300000190735,38.25,0.8474048021414429,2004-03-14 12:00:00,2004,3,14,6
91,2004-03-14 00:00:00,2000.0,1281.25,7.540072456167103,880.0,214.7,1083.75,104.0,1525.0,980.0,21.174999713898,31.449999809265,0.7811957165002227,2004-03-14 13:00:00,2004,3,14,6
92,2004-03-14 00:00:00,1800.0,1207.25,7.5045987950378565,878.5,195.7,1103.5,102.0,1489.5,872.25,21.424999713898,30.199999809265,0.7615918767626616,2004-03-14 14:00:00,2004,3,14,6
93,2004-03-14 00:00:00,1900.0,1257.75,8.160112924625768,905.75,212.79999999999998,1081.25,107.0,1511.0,900.25,21.925000190735,28.950000286102,0.7524589545694458,2004-03-14 15:00:00,2004,3,14,6
94,2004-03-14 00:00:00,3000.0,1457.75,11.867358322901142,1045.0,323.0,973.75,129.0,1646.0,1098.5,22.224999904633,28.39999961853,0.7516273241188697,2004-03-14 16:00:00,2004,3,14,6
95,2004-03-14 00:00:00,2900.0,1437.75,12.033004745084428,1050.75,342.0,942.5,128.0,1667.5,1206.25,21.299999713898,30.75,0.7696154919144513,2004-03-14 17:00:00,2004,3,14,6
96,2004-03-14 00:00:00,2500.0,1477.75,12.163323306748472,1055.25,304.0,929.25,121.0,1670.75,1262.25,19.650000095367,36.699999809265,0.8307061318496992,2004-03-14 18:00:00,2004,3,14,6
97,2004-03-14 00:00:00,4600.0,1807.5,20.57171487732563,1312.25,495.9,753.25,157.0,1992.75,1697.75,18.374999523163,41.72500038147,0.8731957705577488,2004-03-14 19:00:00,2004,3,14,6
98,2004-03-14 00:00:00,5900.0,1898.0,23.142125805295404,1381.25,617.5,680.5,173.0,2102.75,1904.75,17.625,46.099999427795,0.9209535360575977,2004-03-14 20:00:00,2004,3,14,6
99,2004-03-14 00:00:00,3400.0,1559.5,14.720453409836011,1139.75,412.29999999999995,783.75,146.0,1817.5,1648.0,16.650000095367,49.575000762939,0.9319900473249648,2004-03-14 21:00:00,2004,3,14,6
100,2004-03-14 00:00:00,2100.0,1324.25,9.004199247323303,939.5,277.4,923.5,121.0,1587.0,1422.75,16.25,50.950000762939,0.9341472131622557,2004-03-14 22:00:00,2004,3,14,6
101,2004-03-14 00:00:00,2200.0,1348.75,8.83888507899354,933.0,288.8,933.0,119.0,1616.5,1348.75,14.725000143051,55.925000190735,0.9313856224921276,2004-03-14 23:00:00,2004,3,14,6
102,2004-03-15 00:00:00,1800.0,1238.75,7.3575603748787675,872.25,197.6,985.0,99.0,1546.5,1250.25,14.825000047684,54.675001144409,0.9163543254683045,2004-03-15 00:00:00,2004,3,15,0
103,2004-03-15 00:00:00,1800.0,1239.0,6.918207216219388,853.25,201.39999999999998,1010.25,93.0,1543.25,1173.75,14.049999952316,57.0,0.9094489367663466,2004-03-15 01:00:00,2004,3,15,0
104,2004-03-15 00:00:00,1800.0,1223.75,6.958191195775006,855.0,205.2,998.25,88.0,1565.75,1148.75,13.350000143051,61.349999427795,0.936085703142246,2004-03-15 02:00:00,2004,3,15,0
107,2004-03-15 00:00:00,1000.0,1074.5,3.8659143375749494,703.25,167.2,1155.75,74.0,1463.75,1010.0,11.899999856949,67.449998855591,0.9375381769341324,2004-03-15 05:00:00,2004,3,15,0
108,2004-03-15 00:00:00,1400.0,1156.75,6.3853200900791585,829.5,262.2,1029.5,80.0,1584.0,1083.0,11.375,70.52499961853,0.9475162243381903,2004-03-15 06:00:00,2004,3,15,0
109,2004-03-15 00:00:00,2200.0,1314.0,9.685046806517573,965.75,433.2,896.75,89.0,1710.25,1234.75,11.324999809265,70.200000762939,0.940095096018487,2004-03-15 07:00:00,2004,3,15,0
110,2004-03-15 00:00:00,5500.0,1796.75,25.870457660998934,1451.0,684.0,652.0,114.0,2323.0,1679.5,12.400000095367,63.875000953674,0.9169546941482681,2004-03-15 08:00:00,2004,3,15,0
111,2004-03-15 00:00:00,8100.0,1961.25,36.69206253067248,1701.0,908.1999999999999,536.75,149.0,2665.25,2184.25,14.774999856949,54.324999809265,0.9076095360418625,2004-03-15 09:00:00,2004,3,15,0
112,2004-03-15 00:00:00,5800.0,1770.5,26.6360247644022,1470.0,748.5999999999999,621.5,157.0,2261.5,1973.0,17.400000095367,45.64999961853,0.8992981706467373,2004-03-15 10:00:00,2004,3,15,0
113,2004-03-15 00:00:00,4200.0,1563.5,20.11092309343549,1299.5,606.1,709.75,155.0,2029.0,1798.25,19.800000190735,38.525000572205,0.880059991386787,2004-03-15 11:00:00,2004,3,15,0
114,2004-03-15 00:00:00,3100.0,1430.0,14.096485799877708,1119.75,381.9,830.5,134.0,1783.25,1522.0,22.025000095367,34.050000190735,0.8903685188126028,2004-03-15 12:00:00,2004,3,15,0
115,2004-03-15 00:00:00,2900.0,1417.25,14.9257192296359,1146.25,324.9,829.5,119.0,1830.5,1404.0,23.324999809265,32.174999237061,0.9095992195673936,2004-03-15 13:00:00,2004,3,15,0
116,2004-03-15 00:00:00,2900.0,1400.25,15.436141471547911,1162.25,302.09999999999997,838.25,111.0,1828.5,1263.25,23.875,29.97500038147,0.8756585288124981,2004-03-15 14:00:00,2004,3,15,0
117,2004-03-15 00:00:00,2500.0,1317.25,12.09085021877653,1052.75,290.7,926.0,104.0,1706.75,1137.0,24.449999809265,28.900000095367,0.873591912397843,2004-03-15 15:00:00,2004,3,15,0
118,2004-03-15 00:00:00,2300.0,1317.75,11.524820242423965,1033.0,271.7,949.75,99.0,1675.0,1068.0,24.375,29.39999961853,0.8847617117200978,2004-03-15 16:00:00,2004,3,15,0
119,2004-03-15 00:00:00,2800.0,1445.25,14.759833471701361,1141.0,296.4,856.5,110.0,1823.5,1251.5,23.849999904633,31.325000762939,0.913735211108514,2004-03-15 17:00:00,2004,3,15,0
120,2004-03-15 00:00:00,6100.0,1917.0,32.14884367945396,1600.5,596.6,631.25,162.0,2447.0,1843.25,22.549999237061,35.375000953674,0.9546998207473483,2004-03-15 18:00:00,2004,3,15,0
121,2004-03-15 00:00:00,8000.0,2039.75,39.20233967931091,1754.25,767.5999999999999,542.25,187.0,2679.0,2122.25,20.425000667572,42.5,1.0086313341074233,2004-03-15 19:00:00,2004,3,15,0
122,2004-03-15 00:00:00,6500.0,1894.75,30.961305060452627,1573.25,608.0,565.0,165.0,2442.75,1991.5,18.275000095367,52.625000953674,1.0945180933132785,2004-03-15 20:00:00,2004,3,15,0
123,2004-03-15 00:00:00,4200.0,1594.5,19.895621463254436,1293.5,486.4,678.25,145.0,2057.5,1707.0,16.650000095367,57.375,1.0786268914239705,2004-03-15 21:00:00,2004,3,15,0
124,2004-03-15 00:00:00,3200.0,1438.5,15.31585504960172,1158.5,366.7,764.25,125.0,1856.25,1494.25,15.699999809265,60.150000572205,1.0653715549625937,2004-03-15 22:00:00,2004,3,15,0
125,2004-03-15 00:00:00,1400.0,1141.5,6.895403347240391,852.25,169.1,1008.25,101.0,1547.25,1164.25,15.250000238419,61.449998855591,1.0579554990778919,2004-03-15 23:00:00,2004,3,15,0
126,2004-03-16 00:00:00,2100.0,1303.6666666667,11.139929168771717,1019.3333333333,241.29999999999998,852.33333333333,103.0,1731.3333333333,1271.6666666667,14.066666603088,65.699999491374,1.049372403097042,2004-03-16 00:00:00,2004,3,16,1
127,2004-03-16 00:00:00,1200.0,1074.25,5.40550061636386,783.5,150.1,1097.75,88.0,1483.0,1039.75,14.825000047684,60.550001144409,1.0148194658330398,2004-03-16 01:00:00,2004,3,16,1
128,2004-03-16 00:00:00,800.0,968.0,2.810688037123539,640.0,81.7,1319.5,61.0,1385.75,866.75,14.75,59.224999427795,0.9879081107816498,2004-03-16 02:00:00,2004,3,16,1
131,2004-03-16 00:00:00,600.0,937.0,2.0087426345174735,584.75,72.2,1411.5,52.0,1348.0,792.5,12.75,63.22500038147,0.9282898040213576,2004-03-16 05:00:00,2004,3,16,1
132,2004-03-16 00:00:00,900.0,1017.0,3.4826893251173856,681.25,155.79999999999998,1245.75,64.0,1417.5,869.5,11.174999952316,68.47500038147,0.9081071231015929,2004-03-16 06:00:00,2004,3,16,1
133,2004-03-16 00:00:00,1300.0,1171.25,5.131232180692032,770.0,188.1,1161.75,70.0,1466.75,930.0,10.975000143051,66.5,0.8705229495981881,2004-03-16 07:00:00,2004,3,16,1
134,2004-03-16 00:00:00,3400.0,1541.0,16.17445704918363,1185.0,499.7,770.0,97.0,1888.75,1406.5,11.674999952316,63.650000572205,0.8719365877065632,2004-03-16 08:00:00,2004,3,16,1
135,2004-03-16 00:00:00,3700.0,1539.25,19.663493856394243,1287.0,435.09999999999997,697.5,95.0,2054.75,1507.0,13.625,56.299999237061,0.8742650471769098,2004-03-16 09:00:00,2004,3,16,1
136,2004-03-16 00:00:00,5300.0,1734.75,25.05515030336349,1430.5,752.4,628.25,150.0,2211.0,1843.25,17.824999332428,42.875,0.8672254631723162,2004-03-16 10:00:00,2004,3,16,1
137,2004-03-16 00:00:00,4100.0,1571.0,20.003148782861153,1296.5,596.6,730.0,162.0,1972.75,1729.0,21.449999809265,33.324999332428,0.8416712958240697,2004-03-16 11:00:00,2004,3,16,1
138,2004-03-16 00:00:00,3300.0,1451.75,18.347057576589474,1249.5,412.29999999999995,775.5,154.0,1868.25,1583.25,24.375,27.35000038147,0.8230691655452694,2004-03-16 12:00:00,2004,3,16,1
139,2004-03-16 00:00:00,4000.0,1579.0,22.308582975669996,1359.25,478.79999999999995,724.0,161.0,1997.75,1670.75,25.250000476837,26.075000286102,0.8263807552458209,2004-03-16 13:00:00,2004,3,16,1
140,2004-03-16 00:00:00,3800.0,1466.25,20.444779979264574,1308.75,499.7,772.5,161.0,1897.0,1491.25,25.825000286102,23.150000095367,0.7589369630881299,2004-03-16 14:00:00,2004,3,16,1
141,2004-03-16 00:00:00,2800.0,1279.75,14.610427960363092,1136.25,342.0,892.75,128.0,1675.25,1239.75,27.0,20.200000286102,0.7093615130294146,2004-03-16 15:00:00,2004,3,16,1
